chrom1	start1	end1	chrom2	start2	end2	contacts
chr1	214371	214372	chr1	221868	221869	1
chr1	213647	213648	chr1	222548	222549	2
chr1	211850	211851	chr1	222549	222550	1
chr1	213761	213762	chr1	222549	222550	1
chr1	222548	222549	chr1	223511	223512	1
chr1	222549	222550	chr1	223511	223512	1
chr1	222328	222329	chr1	223125	223126	1
chr1	222328	222329	chr1	223510	223511	1
chr1	222548	222549	chr1	223510	223511	1
chr1	221647	221648	chr1	225768	225769	2
chr1	221868	221869	chr1	225768	225769	2
chr1	222548	222549	chr1	223593	223594	1
chr1	221648	221649	chr1	224843	224844	1
chr1	222327	222328	chr1	224842	224843	2
chr1	221869	221870	chr1	224980	224981	1
chr1	223510	223511	chr1	225769	225770	1
chr1	223593	223594	chr1	224843	224844	1
chr1	223125	223126	chr1	224842	224843	3
chr1	223510	223511	chr1	224842	224843	2
chr1	223593	223594	chr1	224981	224982	2
chr1	225768	225769	chr1	225769	225770	2
chr1	225769	225770	chr1	225768	225769	2
chr1	224842	224843	chr1	224843	224844	27
chr1	224843	224844	chr1	224842	224843	27
chr1	224980	224981	chr1	224842	224843	1
chr1	224981	224982	chr1	224842	224843	2
chr1	224842	224843	chr1	224981	224982	2
chr1	224980	224981	chr1	224981	224982	30
chr1	224842	224843	chr1	224980	224981	1
chr1	224981	224982	chr1	224980	224981	30
chr1	224842	224843	chr1	223125	223126	3
chr1	224842	224843	chr1	223510	223511	2
chr1	225769	225770	chr1	223510	223511	1
chr1	224843	224844	chr1	223593	223594	1
chr1	224981	224982	chr1	223593	223594	2
chr1	223125	223126	chr1	222950	222951	2
chr1	223511	223512	chr1	222950	222951	1
chr1	223592	223593	chr1	222950	222951	3
chr1	223593	223594	chr1	222950	222951	1
chr1	222950	222951	chr1	223511	223512	1
chr1	223510	223511	chr1	223511	223512	28
chr1	222950	222951	chr1	223125	223126	2
chr1	223511	223512	chr1	223510	223511	28
chr1	223593	223594	chr1	223510	223511	3
chr1	222950	222951	chr1	223593	223594	1
chr1	223510	223511	chr1	223593	223594	3
chr1	223592	223593	chr1	223593	223594	23
chr1	222950	222951	chr1	223592	223593	3
chr1	223593	223594	chr1	223592	223593	23
chr1	224843	224844	chr1	221648	221649	1
chr1	224980	224981	chr1	221869	221870	1
chr1	225768	225769	chr1	221647	221648	2
chr1	225768	225769	chr1	221868	221869	2
chr1	223510	223511	chr1	222548	222549	1
chr1	223511	223512	chr1	222548	222549	1
chr1	223593	223594	chr1	222548	222549	1
chr1	223125	223126	chr1	222328	222329	1
chr1	223510	223511	chr1	222328	222329	1
chr1	223511	223512	chr1	222549	222550	1
chr1	224842	224843	chr1	222327	222328	2
chr1	221647	221648	chr1	221648	221649	19
chr1	221647	221648	chr1	221869	221870	3
chr1	221868	221869	chr1	221869	221870	12
chr1	222328	222329	chr1	221869	221870	1
chr1	221648	221649	chr1	221647	221648	19
chr1	221869	221870	chr1	221647	221648	3
chr1	222549	222550	chr1	221647	221648	2
chr1	221869	221870	chr1	221868	221869	12
chr1	222549	222550	chr1	222548	222549	15
chr1	221869	221870	chr1	222328	222329	1
chr1	222327	222328	chr1	222328	222329	29
chr1	221647	221648	chr1	222549	222550	2
chr1	222548	222549	chr1	222549	222550	15
chr1	222328	222329	chr1	222327	222328	29
chr1	222328	222329	chr1	216803	216804	1
chr1	222328	222329	chr1	218983	218984	1
chr1	222327	222328	chr1	216493	216494	1
chr1	222549	222550	chr1	216637	216638	2
chr1	223593	223594	chr1	218984	218985	1
chr1	223593	223594	chr1	218983	218984	2
chr1	225768	225769	chr1	216493	216494	1
chr1	223593	223594	chr1	216492	216493	2
chr1	223510	223511	chr1	216637	216638	1
chr1	223510	223511	chr1	214370	214371	1
chr1	223593	223594	chr1	214370	214371	1
chr1	224843	224844	chr1	214257	214258	1
chr1	224981	224982	chr1	214257	214258	2
chr1	224981	224982	chr1	212487	212488	2
chr1	223125	223126	chr1	212486	212487	1
chr1	223593	223594	chr1	212486	212487	1
chr1	223510	223511	chr1	214485	214486	1
chr1	223593	223594	chr1	212196	212197	1
chr1	223125	223126	chr1	213762	213763	1
chr1	224842	224843	chr1	213762	213763	1
chr1	225768	225769	chr1	213762	213763	1
chr1	221868	221869	chr1	214371	214372	1
chr1	221868	221869	chr1	213761	213762	1
chr1	222549	222550	chr1	213761	213762	1
chr1	221868	221869	chr1	214256	214257	1
chr1	221869	221870	chr1	211851	211852	1
chr1	221868	221869	chr1	211850	211851	1
chr1	222549	222550	chr1	211850	211851	1
chr1	222548	222549	chr1	213647	213648	2
chr1	221869	221870	chr1	212197	212198	1
chr1	221869	221870	chr1	213762	213763	1
chr1	211851	211852	chr1	216803	216804	1
chr1	214371	214372	chr1	218296	218297	1
chr1	213762	213763	chr1	218984	218985	1
chr1	214371	214372	chr1	218984	218985	2
chr1	213761	213762	chr1	216493	216494	1
chr1	214256	214257	chr1	216493	216494	1
chr1	211850	211851	chr1	216638	216639	2
chr1	213648	213649	chr1	216638	216639	1
chr1	211850	211851	chr1	217560	217561	1
chr1	216492	216493	chr1	216803	216804	1
chr1	216637	216638	chr1	216803	216804	6
chr1	216802	216803	chr1	216803	216804	21
chr1	216802	216803	chr1	218296	218297	1
chr1	216637	216638	chr1	216802	216803	1
chr1	216803	216804	chr1	216802	216803	21
chr1	218296	218297	chr1	216802	216803	1
chr1	218983	218984	chr1	218984	218985	3
chr1	218097	218098	chr1	217849	217850	1
chr1	218984	218985	chr1	218983	218984	3
chr1	217849	217850	chr1	218097	218098	1
chr1	216492	216493	chr1	216493	216494	18
chr1	216493	216494	chr1	216492	216493	18
chr1	216638	216639	chr1	216492	216493	1
chr1	216803	216804	chr1	216492	216493	1
chr1	216492	216493	chr1	216638	216639	1
chr1	216637	216638	chr1	216638	216639	51
chr1	216638	216639	chr1	216637	216638	51
chr1	216802	216803	chr1	216637	216638	1
chr1	216803	216804	chr1	216637	216638	6
chr1	218296	218297	chr1	214371	214372	1
chr1	218984	218985	chr1	214371	214372	2
chr1	216493	216494	chr1	213761	213762	1
chr1	216493	216494	chr1	214256	214257	1
chr1	216803	216804	chr1	211851	211852	1
chr1	216638	216639	chr1	213648	213649	1
chr1	216638	216639	chr1	211850	211851	2
chr1	217560	217561	chr1	211850	211851	1
chr1	218984	218985	chr1	213762	213763	1
chr1	211850	211851	chr1	214371	214372	1
chr1	212196	212197	chr1	214371	214372	1
chr1	212487	212488	chr1	214256	214257	1
chr1	211851	211852	chr1	214485	214486	1
chr1	211851	211852	chr1	213762	213763	3
chr1	213761	213762	chr1	214257	214258	1
chr1	213762	213763	chr1	214257	214258	1
chr1	213647	213648	chr1	214256	214257	1
chr1	213648	213649	chr1	214485	214486	1
chr1	213762	213763	chr1	214485	214486	1
chr1	214256	214257	chr1	214371	214372	3
chr1	214370	214371	chr1	214371	214372	22
chr1	214371	214372	chr1	214370	214371	22
chr1	214485	214486	chr1	214370	214371	8
chr1	214256	214257	chr1	214257	214258	21
chr1	214257	214258	chr1	214256	214257	21
chr1	214371	214372	chr1	214256	214257	3
chr1	214370	214371	chr1	214485	214486	8
chr1	214484	214485	chr1	214485	214486	33
chr1	214485	214486	chr1	214484	214485	33
chr1	214257	214258	chr1	213761	213762	1
chr1	214485	214486	chr1	213648	213649	1
chr1	214256	214257	chr1	213647	213648	1
chr1	214257	214258	chr1	213762	213763	1
chr1	214485	214486	chr1	213762	213763	1
chr1	213762	213763	chr1	213761	213762	12
chr1	213647	213648	chr1	213648	213649	22
chr1	213648	213649	chr1	213647	213648	22
chr1	213762	213763	chr1	213647	213648	1
chr1	213647	213648	chr1	213762	213763	1
chr1	213761	213762	chr1	213762	213763	12
chr1	214256	214257	chr1	212487	212488	1
chr1	213762	213763	chr1	211851	211852	3
chr1	214485	214486	chr1	211851	211852	1
chr1	214371	214372	chr1	211850	211851	1
chr1	214371	214372	chr1	212196	212197	1
chr1	212487	212488	chr1	209922	209923	1
chr1	213762	213763	chr1	209922	209923	1
chr1	217850	217851	chr1	209922	209923	1
chr1	218984	218985	chr1	209922	209923	1
chr1	214257	214258	chr1	209165	209166	1
chr1	214485	214486	chr1	209165	209166	1
chr1	218984	218985	chr1	209165	209166	1
chr1	211851	211852	chr1	209164	209165	2
chr1	213762	213763	chr1	209164	209165	2
chr1	225769	225770	chr1	209921	209922	1
chr1	221868	221869	chr1	206733	206734	1
chr1	222549	222550	chr1	209459	209460	1
chr1	221647	221648	chr1	209164	209165	1
chr1	222327	222328	chr1	199836	199837	1
chr1	222327	222328	chr1	199374	199375	1
chr1	223510	223511	chr1	199373	199374	1
chr1	222327	222328	chr1	201142	201143	2
chr1	221647	221648	chr1	199077	199078	2
chr1	224842	224843	chr1	199077	199078	1
chr1	222548	222549	chr1	199851	199852	1
chr1	223593	223594	chr1	199851	199852	1
chr1	224981	224982	chr1	199666	199667	1
chr1	223510	223511	chr1	201141	201142	1
chr1	221869	221870	chr1	197103	197104	1
chr1	223125	223126	chr1	197103	197104	1
chr1	222328	222329	chr1	197102	197103	1
chr1	223592	223593	chr1	197102	197103	2
chr1	214256	214257	chr1	199836	199837	2
chr1	214256	214257	chr1	199144	199145	1
chr1	216637	216638	chr1	199144	199145	1
chr1	214485	214486	chr1	199374	199375	2
chr1	216802	216803	chr1	199374	199375	1
chr1	216493	216494	chr1	199373	199374	1
chr1	211850	211851	chr1	201142	201143	1
chr1	213647	213648	chr1	201142	201143	1
chr1	214485	214486	chr1	199851	199852	1
chr1	213762	213763	chr1	201141	201142	2
chr1	216638	216639	chr1	201141	201142	2
chr1	212486	212487	chr1	197103	197104	1
chr1	216492	216493	chr1	197102	197103	1
chr1	213647	213648	chr1	198576	198577	1
chr1	213762	213763	chr1	200816	200817	1
chr1	214484	214485	chr1	200816	200817	1
chr1	213762	213763	chr1	198575	198576	2
chr1	213647	213648	chr1	200815	200816	1
chr1	216802	216803	chr1	200815	200816	1
chr1	232100	232101	chr1	209922	209923	1
chr1	227444	227445	chr1	209165	209166	1
chr1	229074	229075	chr1	209164	209165	1
chr1	235758	235759	chr1	209460	209461	1
chr1	237887	237888	chr1	209165	209166	1
chr1	237786	237787	chr1	201142	201143	2
chr1	237887	237888	chr1	199077	199078	2
chr1	237888	237889	chr1	199077	199078	1
chr1	237888	237889	chr1	199851	199852	1
chr1	235639	235640	chr1	197103	197104	2
chr1	235031	235032	chr1	197102	197103	1
chr1	229302	229303	chr1	199373	199374	1
chr1	232502	232503	chr1	201142	201143	1
chr1	231224	231225	chr1	199077	199078	1
chr1	229199	229200	chr1	199851	199852	1
chr1	229200	229201	chr1	201141	201142	1
chr1	229200	229201	chr1	197103	197104	3
chr1	231498	231499	chr1	197103	197104	1
chr1	231853	231854	chr1	197103	197104	1
chr1	228454	228455	chr1	197102	197103	2
chr1	229841	229842	chr1	197102	197103	1
chr1	233377	233378	chr1	197102	197103	1
chr1	232463	232464	chr1	198575	198576	1
chr1	232502	232503	chr1	198575	198576	1
chr1	229200	229201	chr1	195745	195746	2
chr1	230001	230002	chr1	192002	192003	1
chr1	229841	229842	chr1	193744	193745	3
chr1	227444	227445	chr1	191208	191209	1
chr1	231223	231224	chr1	192175	192176	1
chr1	227543	227544	chr1	194874	194875	2
chr1	229841	229842	chr1	194166	194167	2
chr1	231223	231224	chr1	195638	195639	1
chr1	229919	229920	chr1	190856	190857	2
chr1	227732	227733	chr1	195582	195583	1
chr1	229074	229075	chr1	194191	194192	1
chr1	233156	233157	chr1	194191	194192	1
chr1	233378	233379	chr1	194191	194192	1
chr1	233378	233379	chr1	196355	196356	1
chr1	230001	230002	chr1	191941	191942	1
chr1	229043	229044	chr1	191940	191941	2
chr1	229919	229920	chr1	193846	193847	1
chr1	232502	232503	chr1	193846	193847	1
chr1	228453	228454	chr1	189911	189912	1
chr1	237887	237888	chr1	192011	192012	1
chr1	235758	235759	chr1	193126	193127	1
chr1	238886	238887	chr1	192175	192176	1
chr1	237785	237786	chr1	190857	190858	2
chr1	237888	237889	chr1	195638	195639	1
chr1	234203	234204	chr1	190856	190857	1
chr1	235031	235032	chr1	195582	195583	1
chr1	234202	234203	chr1	191940	191941	1
chr1	237888	237889	chr1	191940	191941	1
chr1	235639	235640	chr1	189911	189912	1
chr1	235031	235032	chr1	187053	187054	1
chr1	236162	236163	chr1	187982	187983	1
chr1	240373	240374	chr1	187981	187982	1
chr1	237785	237786	chr1	182950	182951	1
chr1	236161	236162	chr1	188708	188709	2
chr1	234203	234204	chr1	182396	182397	1
chr1	238179	238180	chr1	182396	182397	1
chr1	235639	235640	chr1	186709	186710	2
chr1	237888	237889	chr1	189122	189123	2
chr1	228454	228455	chr1	189328	189329	1
chr1	227543	227544	chr1	183900	183901	1
chr1	232178	232179	chr1	183900	183901	1
chr1	232502	232503	chr1	182628	182629	1
chr1	229842	229843	chr1	189327	189328	1
chr1	229841	229842	chr1	188708	188709	1
chr1	227444	227445	chr1	183899	183900	1
chr1	233377	233378	chr1	182949	182950	1
chr1	229199	229200	chr1	182396	182397	1
chr1	229200	229201	chr1	187141	187142	1
chr1	230001	230002	chr1	188707	188708	2
chr1	229842	229843	chr1	187140	187141	1
chr1	229841	229842	chr1	189122	189123	2
chr1	227543	227544	chr1	183454	183455	1
chr1	231498	231499	chr1	188226	188227	3
chr1	233157	233158	chr1	189121	189122	1
chr1	228357	228358	chr1	183453	183454	1
chr1	211851	211852	chr1	195745	195746	1
chr1	214257	214258	chr1	195745	195746	4
chr1	214484	214485	chr1	195745	195746	1
chr1	214484	214485	chr1	193318	193319	1
chr1	212486	212487	chr1	194874	194875	2
chr1	213647	213648	chr1	195638	195639	1
chr1	214485	214486	chr1	195638	195639	1
chr1	214256	214257	chr1	195582	195583	2
chr1	214371	214372	chr1	196310	196311	1
chr1	214485	214486	chr1	196355	196356	1
chr1	213647	213648	chr1	196309	196310	1
chr1	214485	214486	chr1	193645	193646	1
chr1	216492	216493	chr1	193319	193320	1
chr1	217560	217561	chr1	194875	194876	1
chr1	218983	218984	chr1	196355	196356	3
chr1	217850	217851	chr1	196309	196310	1
chr1	218984	218985	chr1	196354	196355	1
chr1	212486	212487	chr1	192002	192003	1
chr1	211850	211851	chr1	189910	189911	1
chr1	213762	213763	chr1	191208	191209	1
chr1	214485	214486	chr1	191208	191209	1
chr1	212196	212197	chr1	191048	191049	1
chr1	211851	211852	chr1	189684	189685	2
chr1	222548	222549	chr1	195745	195746	1
chr1	223510	223511	chr1	192002	192003	1
chr1	225768	225769	chr1	192011	192012	1
chr1	222549	222550	chr1	195623	195624	1
chr1	223593	223594	chr1	193127	193128	1
chr1	225768	225769	chr1	192175	192176	1
chr1	222327	222328	chr1	190857	190858	1
chr1	224843	224844	chr1	191030	191031	1
chr1	223593	223594	chr1	192174	192175	1
chr1	223125	223126	chr1	191048	191049	1
chr1	225768	225769	chr1	191048	191049	3
chr1	222950	222951	chr1	195582	195583	1
chr1	223125	223126	chr1	196355	196356	1
chr1	221647	221648	chr1	193646	193647	1
chr1	223593	223594	chr1	191940	191941	1
chr1	225768	225769	chr1	187054	187055	1
chr1	224842	224843	chr1	187981	187982	1
chr1	221868	221869	chr1	182628	182629	2
chr1	222548	222549	chr1	189327	189328	1
chr1	223593	223594	chr1	183899	183900	1
chr1	224980	224981	chr1	183899	183900	1
chr1	224981	224982	chr1	182627	182628	1
chr1	221868	221869	chr1	187141	187142	1
chr1	223125	223126	chr1	187141	187142	1
chr1	223510	223511	chr1	187141	187142	1
chr1	221648	221649	chr1	186709	186710	2
chr1	223510	223511	chr1	183085	183086	1
chr1	221869	221870	chr1	185297	185298	1
chr1	221868	221869	chr1	186274	186275	1
chr1	224842	224843	chr1	189121	189122	1
chr1	222327	222328	chr1	183453	183454	1
chr1	222548	222549	chr1	183453	183454	1
chr1	213647	213648	chr1	187054	187055	1
chr1	214371	214372	chr1	187053	187054	2
chr1	212487	212488	chr1	187982	187983	1
chr1	214485	214486	chr1	187982	187983	1
chr1	216492	216493	chr1	188708	188709	1
chr1	214485	214486	chr1	182949	182950	2
chr1	213647	213648	chr1	182396	182397	2
chr1	213648	213649	chr1	182396	182397	1
chr1	213647	213648	chr1	189122	189123	1
chr1	212487	212488	chr1	183454	183455	1
chr1	214371	214372	chr1	186274	186275	1
chr1	211851	211852	chr1	186273	186274	1
chr1	244742	244743	chr1	199078	199079	2
chr1	247604	247605	chr1	201142	201143	1
chr1	249454	249455	chr1	199077	199078	1
chr1	252617	252618	chr1	199077	199078	3
chr1	250696	250697	chr1	201141	201142	1
chr1	252704	252705	chr1	197103	197104	1
chr1	256028	256029	chr1	209922	209923	1
chr1	244742	244743	chr1	197102	197103	1
chr1	244836	244837	chr1	209165	209166	2
chr1	249734	249735	chr1	209165	209166	3
chr1	251692	251693	chr1	209165	209166	1
chr1	247685	247686	chr1	209459	209460	1
chr1	251693	251694	chr1	198575	198576	1
chr1	256533	256534	chr1	199836	199837	1
chr1	257118	257119	chr1	199144	199145	1
chr1	269171	269172	chr1	199374	199375	1
chr1	259520	259521	chr1	199373	199374	1
chr1	260624	260625	chr1	199373	199374	2
chr1	257119	257120	chr1	199078	199079	1
chr1	270397	270398	chr1	199077	199078	1
chr1	258465	258466	chr1	197103	197104	1
chr1	265956	265957	chr1	209922	209923	2
chr1	263973	263974	chr1	209460	209461	1
chr1	258227	258228	chr1	209459	209460	1
chr1	259238	259239	chr1	198576	198577	1
chr1	263973	263974	chr1	203202	203203	1
chr1	261038	261039	chr1	209164	209165	1
chr1	257755	257756	chr1	200815	200816	1
chr1	258601	258602	chr1	195745	195746	1
chr1	257755	257756	chr1	189910	189911	2
chr1	257118	257119	chr1	193127	193128	3
chr1	263216	263217	chr1	194875	194876	2
chr1	256622	256623	chr1	194874	194875	1
chr1	261939	261940	chr1	194166	194167	1
chr1	261939	261940	chr1	190857	190858	1
chr1	257118	257119	chr1	195638	195639	2
chr1	257119	257120	chr1	195638	195639	1
chr1	258227	258228	chr1	189684	189685	1
chr1	262363	262364	chr1	195582	195583	2
chr1	256533	256534	chr1	196355	196356	2
chr1	259883	259884	chr1	194190	194191	1
chr1	256533	256534	chr1	191940	191941	1
chr1	268824	268825	chr1	193744	193745	1
chr1	269826	269827	chr1	195638	195639	1
chr1	268824	268825	chr1	191048	191049	1
chr1	265150	265151	chr1	194191	194192	2
chr1	270396	270397	chr1	196309	196310	2
chr1	267791	267792	chr1	187982	187983	2
chr1	265347	265348	chr1	182396	182397	1
chr1	263973	263974	chr1	183085	183086	1
chr1	268013	268014	chr1	186274	186275	1
chr1	257119	257120	chr1	187054	187055	1
chr1	257754	257755	chr1	182409	182410	1
chr1	262853	262854	chr1	187053	187054	1
chr1	256623	256624	chr1	189328	189329	2
chr1	262363	262364	chr1	189328	189329	1
chr1	261940	261941	chr1	189327	189328	1
chr1	260276	260277	chr1	183899	183900	1
chr1	258775	258776	chr1	187141	187142	1
chr1	259238	259239	chr1	187141	187142	1
chr1	261642	261643	chr1	187141	187142	1
chr1	257118	257119	chr1	185298	185299	1
chr1	257118	257119	chr1	188707	188708	1
chr1	258775	258776	chr1	188707	188708	1
chr1	258424	258425	chr1	183085	183086	3
chr1	261940	261941	chr1	183085	183086	1
chr1	263216	263217	chr1	183454	183455	1
chr1	256623	256624	chr1	183084	183085	1
chr1	261940	261941	chr1	183084	183085	1
chr1	257119	257120	chr1	183453	183454	1
chr1	259883	259884	chr1	183453	183454	1
chr1	247604	247605	chr1	193319	193320	1
chr1	242943	242944	chr1	193318	193319	1
chr1	243214	243215	chr1	192175	192176	2
chr1	244742	244743	chr1	194874	194875	1
chr1	242334	242335	chr1	195582	195583	1
chr1	247026	247027	chr1	195582	195583	1
chr1	243214	243215	chr1	194191	194192	1
chr1	241744	241745	chr1	193745	193746	1
chr1	253553	253554	chr1	195745	195746	1
chr1	251865	251866	chr1	189910	189911	1
chr1	249453	249454	chr1	193127	193128	2
chr1	250051	250052	chr1	191208	191209	1
chr1	249453	249454	chr1	191207	191208	1
chr1	249734	249735	chr1	192175	192176	1
chr1	255894	255895	chr1	192174	192175	1
chr1	250387	250388	chr1	191048	191049	1
chr1	250606	250607	chr1	189684	189685	3
chr1	253805	253806	chr1	196309	196310	1
chr1	252704	252705	chr1	189911	189912	2
chr1	250696	250697	chr1	187054	187055	1
chr1	252618	252619	chr1	189328	189329	2
chr1	251692	251693	chr1	182950	182951	1
chr1	249453	249454	chr1	182396	182397	2
chr1	255894	255895	chr1	182396	182397	1
chr1	250606	250607	chr1	185298	185299	1
chr1	250388	250389	chr1	183085	183086	1
chr1	251692	251693	chr1	183085	183086	1
chr1	252704	252705	chr1	183085	183086	3
chr1	249734	249735	chr1	185297	185298	1
chr1	249735	249736	chr1	185297	185298	1
chr1	251693	251694	chr1	185297	185298	1
chr1	253805	253806	chr1	185297	185298	1
chr1	249453	249454	chr1	188402	188403	1
chr1	252704	252705	chr1	188401	188402	1
chr1	248442	248443	chr1	187982	187983	1
chr1	244742	244743	chr1	187981	187982	1
chr1	242335	242336	chr1	189328	189329	1
chr1	248442	248443	chr1	183900	183901	1
chr1	244835	244836	chr1	188708	188709	1
chr1	244742	244743	chr1	182949	182950	1
chr1	244212	244213	chr1	187141	187142	1
chr1	247686	247687	chr1	187141	187142	1
chr1	244835	244836	chr1	188707	188708	1
chr1	242943	242944	chr1	187140	187141	1
chr1	247603	247604	chr1	187140	187141	1
chr1	241744	241745	chr1	189121	189122	2
chr1	241745	241746	chr1	186273	186274	1
chr1	244742	244743	chr1	175727	175728	2
chr1	243213	243214	chr1	175578	175579	2
chr1	242942	242943	chr1	176546	176547	1
chr1	244212	244213	chr1	176545	176546	1
chr1	243214	243215	chr1	181438	181439	1
chr1	247026	247027	chr1	179151	179152	1
chr1	242476	242477	chr1	177001	177002	1
chr1	242476	242477	chr1	180659	180660	2
chr1	250388	250389	chr1	175728	175729	1
chr1	255894	255895	chr1	175578	175579	1
chr1	250051	250052	chr1	176546	176547	1
chr1	249453	249454	chr1	179151	179152	1
chr1	255895	255896	chr1	179934	179935	1
chr1	255894	255895	chr1	179094	179095	1
chr1	249734	249735	chr1	180659	180660	1
chr1	249735	249736	chr1	171250	171251	1
chr1	253804	253805	chr1	171250	171251	1
chr1	249734	249735	chr1	170168	170169	1
chr1	253804	253805	chr1	170168	170169	1
chr1	249734	249735	chr1	171251	171252	1
chr1	247686	247687	chr1	167649	167650	1
chr1	241745	241746	chr1	171012	171013	1
chr1	261037	261038	chr1	181156	181157	2
chr1	256622	256623	chr1	175728	175729	1
chr1	261038	261039	chr1	180518	180519	1
chr1	256622	256623	chr1	175727	175728	1
chr1	258424	258425	chr1	175578	175579	1
chr1	256533	256534	chr1	180517	180518	1
chr1	258465	258466	chr1	180517	180518	1
chr1	260624	260625	chr1	180175	180176	1
chr1	257467	257468	chr1	179151	179152	1
chr1	261939	261940	chr1	179095	179096	1
chr1	258601	258602	chr1	177002	177003	1
chr1	259883	259884	chr1	182004	182005	1
chr1	262853	262854	chr1	174676	174677	1
chr1	263974	263975	chr1	175728	175729	1
chr1	264900	264901	chr1	175578	175579	2
chr1	265347	265348	chr1	181157	181158	1
chr1	270396	270397	chr1	173468	173469	1
chr1	264899	264900	chr1	170169	170170	1
chr1	265973	265974	chr1	167669	167670	1
chr1	267790	267791	chr1	167649	167650	2
chr1	256698	256699	chr1	171305	171306	1
chr1	256533	256534	chr1	173469	173470	1
chr1	256698	256699	chr1	170972	170973	1
chr1	258601	258602	chr1	170169	170170	2
chr1	257466	257467	chr1	171013	171014	1
chr1	258601	258602	chr1	167649	167650	1
chr1	258775	258776	chr1	167649	167650	1
chr1	259238	259239	chr1	167649	167650	1
chr1	263216	263217	chr1	166465	166466	1
chr1	262853	262854	chr1	165045	165046	1
chr1	262484	262485	chr1	162878	162879	1
chr1	256533	256534	chr1	166398	166399	1
chr1	262373	262374	chr1	161173	161174	1
chr1	257466	257467	chr1	163431	163432	1
chr1	257467	257468	chr1	161366	161367	1
chr1	258424	258425	chr1	161366	161367	2
chr1	258227	258228	chr1	165602	165603	2
chr1	258227	258228	chr1	163686	163687	1
chr1	263216	263217	chr1	163686	163687	1
chr1	264589	264590	chr1	166465	166466	1
chr1	269170	269171	chr1	166465	166466	3
chr1	263973	263974	chr1	164483	164484	1
chr1	263973	263974	chr1	166398	166399	2
chr1	269171	269172	chr1	166398	166399	1
chr1	264588	264589	chr1	155440	155441	2
chr1	270397	270398	chr1	155439	155440	1
chr1	264588	264589	chr1	154573	154574	1
chr1	268823	268824	chr1	156785	156786	1
chr1	269827	269828	chr1	158120	158121	1
chr1	268823	268824	chr1	154100	154101	1
chr1	256699	256700	chr1	159767	159768	1
chr1	261939	261940	chr1	156611	156612	1
chr1	262484	262485	chr1	155439	155440	1
chr1	259884	259885	chr1	156416	156417	1
chr1	257580	257581	chr1	156785	156786	2
chr1	259884	259885	chr1	156415	156416	1
chr1	261939	261940	chr1	158120	158121	1
chr1	257119	257120	chr1	154101	154102	1
chr1	258228	258229	chr1	155962	155963	1
chr1	242476	242477	chr1	164283	164284	1
chr1	247603	247604	chr1	164871	164872	1
chr1	244211	244212	chr1	165045	165046	1
chr1	247686	247687	chr1	162878	162879	1
chr1	241744	241745	chr1	166398	166399	1
chr1	247026	247027	chr1	161173	161174	1
chr1	242334	242335	chr1	163430	163431	1
chr1	250388	250389	chr1	166465	166466	2
chr1	253552	253553	chr1	164282	164283	1
chr1	250051	250052	chr1	164484	164485	1
chr1	250052	250053	chr1	163431	163432	1
chr1	253553	253554	chr1	164102	164103	2
chr1	252703	252704	chr1	161366	161367	1
chr1	250387	250388	chr1	161365	161366	1
chr1	251865	251866	chr1	165603	165604	1
chr1	255894	255895	chr1	165603	165604	1
chr1	253552	253553	chr1	157453	157454	2
chr1	250051	250052	chr1	159193	159194	1
chr1	251692	251693	chr1	156959	156960	1
chr1	252704	252705	chr1	156959	156960	1
chr1	250388	250389	chr1	158121	158122	1
chr1	251865	251866	chr1	156785	156786	2
chr1	252617	252618	chr1	156785	156786	1
chr1	249735	249736	chr1	158120	158121	1
chr1	253552	253553	chr1	155962	155963	2
chr1	250051	250052	chr1	153870	153871	1
chr1	251865	251866	chr1	159622	159623	1
chr1	247025	247026	chr1	156959	156960	2
chr1	242476	242477	chr1	153871	153872	1
chr1	243213	243214	chr1	159622	159623	1
chr1	213762	213763	chr1	175728	175729	1
chr1	216802	216803	chr1	175728	175729	1
chr1	216638	216639	chr1	175578	175579	1
chr1	212487	212488	chr1	181438	181439	1
chr1	216493	216494	chr1	180175	180176	2
chr1	216637	216638	chr1	180175	180176	1
chr1	216493	216494	chr1	179151	179152	1
chr1	211851	211852	chr1	176126	176127	1
chr1	214485	214486	chr1	179094	179095	1
chr1	216493	216494	chr1	177002	177003	1
chr1	218096	218097	chr1	179710	179711	1
chr1	213647	213648	chr1	179709	179710	1
chr1	218983	218984	chr1	174676	174677	4
chr1	223125	223126	chr1	181156	181157	1
chr1	223510	223511	chr1	181156	181157	1
chr1	225768	225769	chr1	175579	175580	1
chr1	222548	222549	chr1	179150	179151	1
chr1	224843	224844	chr1	179094	179095	1
chr1	222548	222549	chr1	182004	182005	1
chr1	225769	225770	chr1	180659	180660	1
chr1	223592	223593	chr1	179709	179710	1
chr1	223510	223511	chr1	173469	173470	1
chr1	222548	222549	chr1	174275	174276	2
chr1	214485	214486	chr1	171305	171306	1
chr1	212196	212197	chr1	173469	173470	1
chr1	218983	218984	chr1	173468	173469	1
chr1	212487	212488	chr1	170972	170973	1
chr1	213647	213648	chr1	170168	170169	1
chr1	216637	216638	chr1	174274	174275	1
chr1	216638	216639	chr1	174274	174275	1
chr1	233157	233158	chr1	175579	175580	1
chr1	229044	229045	chr1	176546	176547	1
chr1	229919	229920	chr1	176546	176547	1
chr1	230000	230001	chr1	180175	180176	1
chr1	228454	228455	chr1	181437	181438	1
